customer_id,recommender_id
322,popular_1_exp_Experiment_1_seed_42
311,popular_1_exp_Experiment_1_seed_42
36,popular_1_exp_Experiment_1_seed_42
307,popular_1_exp_Experiment_1_seed_42
261,popular_1_exp_Experiment_1_seed_42
184,popular_1_exp_Experiment_1_seed_42
329,popular_1_exp_Experiment_1_seed_42
477,popular_1_exp_Experiment_1_seed_42
342,popular_1_exp_Experiment_1_seed_42
596,popular_1_exp_Experiment_1_seed_42
372,popular_1_exp_Experiment_1_seed_42
325,popular_1_exp_Experiment_1_seed_42
6,popular_1_exp_Experiment_1_seed_42
170,popular_1_exp_Experiment_1_seed_42
194,popular_1_exp_Experiment_1_seed_42
567,popular_1_exp_Experiment_1_seed_42
417,popular_1_exp_Experiment_1_seed_42
160,popular_1_exp_Experiment_1_seed_42
158,popular_1_exp_Experiment_1_seed_42
541,popular_1_exp_Experiment_1_seed_42
137,popular_1_exp_Experiment_1_seed_42
528,popular_1_exp_Experiment_1_seed_42
84,popular_1_exp_Experiment_1_seed_42
13,popular_1_exp_Experiment_1_seed_42
361,popular_1_exp_Experiment_1_seed_42
418,popular_1_exp_Experiment_1_seed_42
58,popular_1_exp_Experiment_1_seed_42
124,popular_1_exp_Experiment_1_seed_42
115,popular_1_exp_Experiment_1_seed_42
349,popular_1_exp_Experiment_1_seed_42
8,popular_1_exp_Experiment_1_seed_42
487,popular_1_exp_Experiment_1_seed_42
102,popular_1_exp_Experiment_1_seed_42
483,popular_1_exp_Experiment_1_seed_42
352,popular_1_exp_Experiment_1_seed_42
500,popular_1_exp_Experiment_1_seed_42
20,popular_1_exp_Experiment_1_seed_42
19,popular_1_exp_Experiment_1_seed_42
242,popular_1_exp_Experiment_1_seed_42
267,popular_1_exp_Experiment_1_seed_42
128,popular_1_exp_Experiment_1_seed_42
208,popular_1_exp_Experiment_1_seed_42
109,popular_1_exp_Experiment_1_seed_42
27,popular_1_exp_Experiment_1_seed_42
70,popular_1_exp_Experiment_1_seed_42
45,popular_1_exp_Experiment_1_seed_42
173,popular_1_exp_Experiment_1_seed_42
43,popular_1_exp_Experiment_1_seed_42
48,popular_1_exp_Experiment_1_seed_42
85,popular_1_exp_Experiment_1_seed_42
164,popular_1_exp_Experiment_1_seed_42
251,popular_1_exp_Experiment_1_seed_42
310,popular_1_exp_Experiment_1_seed_42
504,popular_1_exp_Experiment_1_seed_42
66,popular_1_exp_Experiment_1_seed_42
192,popular_1_exp_Experiment_1_seed_42
557,popular_1_exp_Experiment_1_seed_42
29,popular_1_exp_Experiment_1_seed_42
122,popular_1_exp_Experiment_1_seed_42
88,popular_1_exp_Experiment_1_seed_42
55,popular_1_exp_Experiment_1_seed_42
312,popular_1_exp_Experiment_1_seed_42
399,popular_1_exp_Experiment_1_seed_42
531,popular_1_exp_Experiment_1_seed_42
213,popular_1_exp_Experiment_1_seed_42
243,popular_1_exp_Experiment_1_seed_42
544,popular_1_exp_Experiment_1_seed_42
252,popular_1_exp_Experiment_1_seed_42
265,popular_1_exp_Experiment_1_seed_42
374,popular_1_exp_Experiment_1_seed_42
190,popular_1_exp_Experiment_1_seed_42
573,popular_1_exp_Experiment_1_seed_42
367,popular_1_exp_Experiment_1_seed_42
253,popular_1_exp_Experiment_1_seed_42
217,popular_1_exp_Experiment_1_seed_42
515,popular_1_exp_Experiment_1_seed_42
24,popular_1_exp_Experiment_1_seed_42
149,popular_1_exp_Experiment_1_seed_42
28,popular_1_exp_Experiment_1_seed_42
260,popular_1_exp_Experiment_1_seed_42
444,popular_1_exp_Experiment_1_seed_42
559,popular_1_exp_Experiment_1_seed_42
350,popular_1_exp_Experiment_1_seed_42
409,popular_1_exp_Experiment_1_seed_42
378,popular_1_exp_Experiment_1_seed_42
570,popular_1_exp_Experiment_1_seed_42
